"","activity"
"7787","WALKING_UPSTAIRS"
"7788","WALKING_UPSTAIRS"
"7789","WALKING_UPSTAIRS"
"7790","WALKING_UPSTAIRS"
"7791","WALKING_UPSTAIRS"
"7792","WALKING_UPSTAIRS"
"7793","WALKING_UPSTAIRS"
"7794","WALKING_DOWNSTAIRS"
"7795","WALKING_DOWNSTAIRS"
"7796","WALKING_DOWNSTAIRS"
"7797","WALKING_DOWNSTAIRS"
"7798","WALKING_DOWNSTAIRS"
"7799","WALKING_DOWNSTAIRS"
"7800","WALKING_DOWNSTAIRS"
"7801","WALKING_DOWNSTAIRS"
"7802","WALKING_DOWNSTAIRS"
"7803","WALKING_UPSTAIRS"
"7804","WALKING_UPSTAIRS"
"7805","WALKING_UPSTAIRS"
"7806","WALKING_UPSTAIRS"
"7807","WALKING_UPSTAIRS"
"7808","WALKING_UPSTAIRS"
"7809","WALKING_UPSTAIRS"
"7810","WALKING_UPSTAIRS"
"7811","WALKING_DOWNSTAIRS"
"7812","WALKING_DOWNSTAIRS"
"7813","WALKING_DOWNSTAIRS"
"7814","WALKING_DOWNSTAIRS"
"7815","WALKING_DOWNSTAIRS"
"7816","WALKING_DOWNSTAIRS"
"7817","WALKING_DOWNSTAIRS"
"7818","WALKING_DOWNSTAIRS"
"7819","WALKING_DOWNSTAIRS"
"7820","WALKING_UPSTAIRS"
"7821","WALKING_UPSTAIRS"
"7822","WALKING_UPSTAIRS"
"7823","WALKING_UPSTAIRS"
"7824","WALKING_UPSTAIRS"
"7825","WALKING_UPSTAIRS"
"7826","WALKING_UPSTAIRS"
"7827","WALKING_UPSTAIRS"
"7828","STANDING"
"7829","STANDING"
"7830","STANDING"
"7831","STANDING"
"7832","STANDING"
"7833","STANDING"
"7834","STANDING"
"7835","STANDING"
"7836","STANDING"
"7837","STANDING"
"7838","STANDING"
"7839","STANDING"
"7840","STANDING"
"7841","STANDING"
"7842","STANDING"
"7843","STANDING"
"7844","STANDING"
"7845","STANDING"
"7846","STANDING"
"7847","STANDING"
"7848","STANDING"
"7849","STANDING"
"7850","STANDING"
"7851","STANDING"
"7852","STANDING"
"7853","STANDING"
"7854","STANDING"
"7855","STANDING"
"7856","STANDING"
"7857","STANDING"
"7858","STANDING"
"7859","STANDING"
"7860","STANDING"
"7861","STANDING"
"7862","STANDING"
"7863","SITTING"
"7864","SITTING"
"7865","SITTING"
"7866","SITTING"
"7867","SITTING"
"7868","SITTING"
"7869","SITTING"
"7870","SITTING"
"7871","SITTING"
"7872","SITTING"
"7873","SITTING"
"7874","SITTING"
"7875","SITTING"
"7876","SITTING"
"7877","SITTING"
"7878","SITTING"
"7879","SITTING"
"7880","SITTING"
"7881","SITTING"
"7882","SITTING"
"7883","SITTING"
"7884","SITTING"
"7885","SITTING"
"7886","SITTING"
"7887","SITTING"
"7888","SITTING"
"7889","SITTING"
"7890","SITTING"
"7891","SITTING"
"7892","SITTING"
"7893","LAYING"
"7894","LAYING"
"7895","LAYING"
"7896","LAYING"
"7897","LAYING"
"7898","LAYING"
"7899","LAYING"
"7900","LAYING"
"7901","LAYING"
"7902","LAYING"
"7903","LAYING"
"7904","LAYING"
"7905","LAYING"
"7906","LAYING"
"7907","LAYING"
"7908","LAYING"
"7909","LAYING"
"7910","LAYING"
"7911","LAYING"
"7912","LAYING"
"7913","LAYING"
"7914","LAYING"
"7915","LAYING"
"7916","LAYING"
"7917","LAYING"
"7918","LAYING"
"7919","LAYING"
"7920","LAYING"
"7921","LAYING"
"7922","LAYING"
"7923","LAYING"
"7924","LAYING"
"7925","LAYING"
"7926","LAYING"
"7927","LAYING"
"7928","LAYING"
"7929","LAYING"
"7930","LAYING"
"7931","LAYING"
"7932","WALKING"
"7933","WALKING"
"7934","WALKING"
"7935","WALKING"
"7936","WALKING"
"7937","WALKING"
"7938","WALKING"
"7939","WALKING"
"7940","WALKING"
"7941","WALKING"
"7942","WALKING"
"7943","WALKING"
"7944","WALKING"
"7945","WALKING"
"7946","WALKING"
"7947","WALKING"
"7948","WALKING"
"7949","WALKING"
"7950","WALKING"
"7951","WALKING"
"7952","WALKING"
"7953","WALKING"
"7954","WALKING"
"7955","WALKING"
"7956","WALKING"
"7957","WALKING"
"7958","WALKING"
"7959","WALKING"
"7960","WALKING"
"7961","WALKING_DOWNSTAIRS"
"7962","WALKING_DOWNSTAIRS"
"7963","WALKING_DOWNSTAIRS"
"7964","WALKING_DOWNSTAIRS"
"7965","WALKING_DOWNSTAIRS"
"7966","WALKING_DOWNSTAIRS"
"7967","WALKING_DOWNSTAIRS"
"7968","WALKING_DOWNSTAIRS"
"7969","WALKING_DOWNSTAIRS"
"7970","WALKING_DOWNSTAIRS"
"7971","WALKING_DOWNSTAIRS"
"7972","WALKING_DOWNSTAIRS"
"7973","WALKING_DOWNSTAIRS"
"7974","WALKING_DOWNSTAIRS"
"7975","WALKING_DOWNSTAIRS"
"7976","WALKING_DOWNSTAIRS"
"7977","WALKING_DOWNSTAIRS"
"7978","WALKING_DOWNSTAIRS"
"7979","WALKING_DOWNSTAIRS"
"7980","WALKING_DOWNSTAIRS"
"7981","WALKING_DOWNSTAIRS"
"7982","WALKING_DOWNSTAIRS"
"7983","WALKING_DOWNSTAIRS"
"7984","WALKING_DOWNSTAIRS"
"7985","WALKING_DOWNSTAIRS"
"7986","WALKING_DOWNSTAIRS"
"7987","WALKING_DOWNSTAIRS"
"7988","WALKING_UPSTAIRS"
"7989","WALKING_UPSTAIRS"
"7990","WALKING_UPSTAIRS"
"7991","WALKING_UPSTAIRS"
"7992","WALKING_UPSTAIRS"
"7993","WALKING_UPSTAIRS"
"7994","WALKING_UPSTAIRS"
"7995","WALKING_UPSTAIRS"
"7996","WALKING_UPSTAIRS"
"7997","WALKING_UPSTAIRS"
"7998","WALKING_UPSTAIRS"
"7999","WALKING_UPSTAIRS"
"8000","WALKING_UPSTAIRS"
"8001","WALKING_UPSTAIRS"
"8002","WALKING_UPSTAIRS"
"8003","WALKING_UPSTAIRS"
"8004","WALKING_UPSTAIRS"
"8005","WALKING_UPSTAIRS"
"8006","WALKING_UPSTAIRS"
"8007","WALKING_UPSTAIRS"
"8008","WALKING_UPSTAIRS"
"8009","WALKING_UPSTAIRS"
"8010","WALKING_UPSTAIRS"
"8011","WALKING_UPSTAIRS"
"8012","WALKING_UPSTAIRS"
"8013","WALKING_UPSTAIRS"
"8014","STANDING"
"8015","STANDING"
"8016","STANDING"
"8017","STANDING"
"8018","STANDING"
"8019","STANDING"
"8020","STANDING"
"8021","STANDING"
"8022","STANDING"
"8023","STANDING"
"8024","STANDING"
"8025","STANDING"
"8026","STANDING"
"8027","STANDING"
"8028","STANDING"
"8029","STANDING"
"8030","STANDING"
"8031","STANDING"
"8032","STANDING"
"8033","STANDING"
"8034","STANDING"
"8035","STANDING"
"8036","STANDING"
"8037","STANDING"
"8038","STANDING"
"8039","STANDING"
"8040","STANDING"
"8041","STANDING"
"8042","STANDING"
"8043","STANDING"
"8044","STANDING"
"8045","STANDING"
"8046","STANDING"
"8047","STANDING"
"8048","STANDING"
"8049","STANDING"
"8050","STANDING"
"8051","SITTING"
"8052","SITTING"
"8053","SITTING"
"8054","SITTING"
"8055","SITTING"
"8056","SITTING"
"8057","SITTING"
"8058","SITTING"
"8059","SITTING"
"8060","SITTING"
"8061","SITTING"
"8062","SITTING"
"8063","SITTING"
"8064","SITTING"
"8065","SITTING"
"8066","SITTING"
"8067","SITTING"
"8068","SITTING"
"8069","SITTING"
"8070","SITTING"
"8071","SITTING"
"8072","SITTING"
"8073","SITTING"
"8074","SITTING"
"8075","SITTING"
"8076","SITTING"
"8077","SITTING"
"8078","SITTING"
"8079","SITTING"
"8080","SITTING"
"8081","SITTING"
"8082","SITTING"
"8083","SITTING"
"8084","SITTING"
"8085","LAYING"
"8086","LAYING"
"8087","LAYING"
"8088","LAYING"
"8089","LAYING"
"8090","LAYING"
"8091","LAYING"
"8092","LAYING"
"8093","LAYING"
"8094","LAYING"
"8095","LAYING"
"8096","LAYING"
"8097","LAYING"
"8098","LAYING"
"8099","LAYING"
"8100","LAYING"
"8101","LAYING"
"8102","LAYING"
"8103","LAYING"
"8104","LAYING"
"8105","LAYING"
"8106","LAYING"
"8107","LAYING"
"8108","LAYING"
"8109","LAYING"
"8110","LAYING"
"8111","LAYING"
"8112","LAYING"
"8113","LAYING"
"8114","LAYING"
"8115","LAYING"
"8116","LAYING"
"8117","LAYING"
"8118","WALKING"
"8119","WALKING"
"8120","WALKING"
"8121","WALKING"
"8122","WALKING"
"8123","WALKING"
"8124","WALKING"
"8125","WALKING"
"8126","WALKING"
"8127","WALKING"
"8128","WALKING"
"8129","WALKING"
"8130","WALKING"
"8131","WALKING"
"8132","WALKING"
"8133","WALKING"
"8134","WALKING"
"8135","WALKING"
"8136","WALKING"
"8137","WALKING"
"8138","WALKING"
"8139","WALKING"
"8140","WALKING"
"8141","WALKING"
"8142","WALKING"
"8143","WALKING"
"8144","WALKING"
"8145","WALKING"
"8146","WALKING"
"8147","WALKING"
"8148","WALKING"
"8149","WALKING"
"8150","WALKING"
"8151","WALKING"
"8152","WALKING"
"8153","WALKING"
"8154","WALKING_DOWNSTAIRS"
"8155","WALKING_DOWNSTAIRS"
"8156","WALKING_DOWNSTAIRS"
"8157","WALKING_DOWNSTAIRS"
"8158","WALKING_DOWNSTAIRS"
"8159","WALKING_DOWNSTAIRS"
"8160","WALKING_DOWNSTAIRS"
"8161","WALKING_DOWNSTAIRS"
"8162","WALKING_DOWNSTAIRS"
"8163","WALKING_DOWNSTAIRS"
"8164","WALKING_DOWNSTAIRS"
"8165","WALKING_DOWNSTAIRS"
"8166","WALKING_DOWNSTAIRS"
"8167","WALKING_DOWNSTAIRS"
"8168","WALKING_DOWNSTAIRS"
"8169","WALKING_DOWNSTAIRS"
"8170","WALKING_DOWNSTAIRS"
"8171","WALKING_DOWNSTAIRS"
"8172","WALKING_DOWNSTAIRS"
"8173","WALKING_DOWNSTAIRS"
"8174","WALKING_DOWNSTAIRS"
"8175","WALKING_DOWNSTAIRS"
"8176","WALKING_DOWNSTAIRS"
"8177","WALKING_DOWNSTAIRS"
"8178","WALKING_DOWNSTAIRS"
"8179","WALKING_DOWNSTAIRS"
"8180","WALKING_DOWNSTAIRS"
"8181","WALKING_DOWNSTAIRS"
"8182","WALKING_DOWNSTAIRS"
"8183","WALKING_DOWNSTAIRS"
"8184","WALKING_UPSTAIRS"
"8185","WALKING_UPSTAIRS"
"8186","WALKING_UPSTAIRS"
"8187","WALKING_UPSTAIRS"
"8188","WALKING_UPSTAIRS"
"8189","WALKING_UPSTAIRS"
"8190","WALKING_UPSTAIRS"
"8191","WALKING_UPSTAIRS"
"8192","WALKING_UPSTAIRS"
"8193","WALKING_UPSTAIRS"
"8194","WALKING_UPSTAIRS"
"8195","WALKING_UPSTAIRS"
"8196","WALKING_UPSTAIRS"
"8197","WALKING_UPSTAIRS"
"8198","WALKING_UPSTAIRS"
"8199","WALKING_UPSTAIRS"
"8200","WALKING_UPSTAIRS"
"8201","WALKING_UPSTAIRS"
"8202","WALKING_UPSTAIRS"
"8203","WALKING_UPSTAIRS"
"8204","WALKING_UPSTAIRS"
"8205","WALKING_UPSTAIRS"
"8206","WALKING_UPSTAIRS"
"8207","WALKING_UPSTAIRS"
"8208","WALKING_UPSTAIRS"
"8209","WALKING_UPSTAIRS"
"8210","WALKING_UPSTAIRS"
"8211","WALKING_UPSTAIRS"
"8212","WALKING_UPSTAIRS"
"8213","WALKING_UPSTAIRS"
"8214","WALKING_UPSTAIRS"
"8215","WALKING_UPSTAIRS"
"8216","WALKING_UPSTAIRS"
"8217","WALKING_UPSTAIRS"
"8218","WALKING_UPSTAIRS"
"8219","STANDING"
"8220","STANDING"
"8221","STANDING"
"8222","STANDING"
"8223","STANDING"
"8224","STANDING"
"8225","STANDING"
"8226","STANDING"
"8227","STANDING"
"8228","STANDING"
"8229","STANDING"
"8230","STANDING"
"8231","STANDING"
"8232","STANDING"
"8233","STANDING"
"8234","STANDING"
"8235","STANDING"
"8236","STANDING"
"8237","STANDING"
"8238","STANDING"
"8239","STANDING"
"8240","STANDING"
"8241","STANDING"
"8242","STANDING"
"8243","STANDING"
"8244","STANDING"
"8245","STANDING"
"8246","STANDING"
"8247","STANDING"
"8248","STANDING"
"8249","STANDING"
"8250","STANDING"
"8251","STANDING"
"8252","STANDING"
"8253","STANDING"
"8254","STANDING"
"8255","STANDING"
"8256","SITTING"
"8257","SITTING"
"8258","SITTING"
"8259","SITTING"
"8260","SITTING"
"8261","SITTING"
"8262","SITTING"
"8263","SITTING"
"8264","SITTING"
"8265","SITTING"
"8266","SITTING"
"8267","SITTING"
"8268","SITTING"
"8269","SITTING"
"8270","SITTING"
"8271","SITTING"
"8272","SITTING"
"8273","SITTING"
"8274","SITTING"
"8275","SITTING"
"8276","SITTING"
"8277","SITTING"
"8278","SITTING"
"8279","SITTING"
"8280","SITTING"
"8281","SITTING"
"8282","SITTING"
"8283","SITTING"
"8284","SITTING"
"8285","SITTING"
"8286","SITTING"
"8287","LAYING"
"8288","LAYING"
"8289","LAYING"
"8290","LAYING"
"8291","LAYING"
"8292","LAYING"
"8293","LAYING"
"8294","LAYING"
"8295","LAYING"
"8296","LAYING"
"8297","LAYING"
"8298","LAYING"
"8299","LAYING"
"8300","LAYING"
"8301","LAYING"
"8302","LAYING"
"8303","LAYING"
"8304","LAYING"
"8305","LAYING"
"8306","LAYING"
"8307","LAYING"
"8308","LAYING"
"8309","LAYING"
"8310","LAYING"
"8311","LAYING"
"8312","LAYING"
"8313","LAYING"
"8314","LAYING"
"8315","LAYING"
"8316","LAYING"
"8317","LAYING"
"8318","LAYING"
"8319","LAYING"
"8320","LAYING"
"8321","LAYING"
"8322","LAYING"
"8323","LAYING"
"8324","LAYING"
"8325","LAYING"
"8326","LAYING"
"8327","WALKING"
"8328","WALKING"
"8329","WALKING"
"8330","WALKING"
"8331","WALKING"
"8332","WALKING"
"8333","WALKING"
"8334","WALKING"
"8335","WALKING"
"8336","WALKING"
"8337","WALKING"
"8338","WALKING"
"8339","WALKING"
"8340","WALKING"
"8341","WALKING"
"8342","WALKING"
"8343","WALKING"
"8344","WALKING"
"8345","WALKING"
"8346","WALKING"
"8347","WALKING"
"8348","WALKING"
"8349","WALKING"
"8350","WALKING"
"8351","WALKING"
"8352","WALKING"
"8353","WALKING"
"8354","WALKING"
"8355","WALKING"
"8356","WALKING"
"8357","WALKING"
"8358","WALKING"
"8359","WALKING"
"8360","WALKING"
"8361","WALKING"
"8362","WALKING"
"8363","WALKING"
"8364","WALKING"
"8365","WALKING_DOWNSTAIRS"
"8366","WALKING_DOWNSTAIRS"
"8367","WALKING_DOWNSTAIRS"
"8368","WALKING_DOWNSTAIRS"
"8369","WALKING_DOWNSTAIRS"
"8370","WALKING_DOWNSTAIRS"
"8371","WALKING_DOWNSTAIRS"
"8372","WALKING_DOWNSTAIRS"
"8373","WALKING_DOWNSTAIRS"
"8374","WALKING_DOWNSTAIRS"
"8375","WALKING_DOWNSTAIRS"
"8376","WALKING_DOWNSTAIRS"
"8377","WALKING_DOWNSTAIRS"
"8378","WALKING_DOWNSTAIRS"
"8379","WALKING_DOWNSTAIRS"
"8380","WALKING_DOWNSTAIRS"
"8381","WALKING_DOWNSTAIRS"
"8382","WALKING_DOWNSTAIRS"
"8383","WALKING_DOWNSTAIRS"
"8384","WALKING_DOWNSTAIRS"
"8385","WALKING_DOWNSTAIRS"
"8386","WALKING_DOWNSTAIRS"
"8387","WALKING_DOWNSTAIRS"
"8388","WALKING_DOWNSTAIRS"
"8389","WALKING_DOWNSTAIRS"
"8390","WALKING_DOWNSTAIRS"
"8391","WALKING_DOWNSTAIRS"
"8392","WALKING_DOWNSTAIRS"
"8393","WALKING_UPSTAIRS"
"8394","WALKING_UPSTAIRS"
"8395","WALKING_UPSTAIRS"
"8396","WALKING_UPSTAIRS"
"8397","WALKING_UPSTAIRS"
"8398","WALKING_UPSTAIRS"
"8399","WALKING_UPSTAIRS"
"8400","WALKING_UPSTAIRS"
"8401","WALKING_UPSTAIRS"
"8402","WALKING_UPSTAIRS"
"8403","WALKING_UPSTAIRS"
"8404","WALKING_UPSTAIRS"
"8405","WALKING_UPSTAIRS"
"8406","WALKING_UPSTAIRS"
"8407","WALKING_UPSTAIRS"
"8408","WALKING_UPSTAIRS"
"8409","WALKING_UPSTAIRS"
"8410","WALKING_UPSTAIRS"
"8411","WALKING_UPSTAIRS"
"8412","WALKING_UPSTAIRS"
"8413","WALKING_UPSTAIRS"
"8414","WALKING_UPSTAIRS"
"8415","WALKING_UPSTAIRS"
"8416","WALKING_UPSTAIRS"
"8417","WALKING_UPSTAIRS"
"8418","WALKING_UPSTAIRS"
"8419","WALKING_UPSTAIRS"
"8420","WALKING_UPSTAIRS"
"8421","WALKING_UPSTAIRS"
"8422","WALKING_UPSTAIRS"
"8423","STANDING"
"8424","STANDING"
"8425","STANDING"
"8426","STANDING"
"8427","STANDING"
"8428","STANDING"
"8429","STANDING"
"8430","STANDING"
"8431","STANDING"
"8432","STANDING"
"8433","STANDING"
"8434","STANDING"
"8435","STANDING"
"8436","STANDING"
"8437","STANDING"
"8438","STANDING"
"8439","STANDING"
"8440","STANDING"
"8441","STANDING"
"8442","STANDING"
"8443","STANDING"
"8444","STANDING"
"8445","STANDING"
"8446","STANDING"
"8447","STANDING"
"8448","STANDING"
"8449","STANDING"
"8450","STANDING"
"8451","STANDING"
"8452","STANDING"
"8453","STANDING"
"8454","STANDING"
"8455","STANDING"
"8456","STANDING"
"8457","STANDING"
"8458","STANDING"
"8459","STANDING"
"8460","STANDING"
"8461","SITTING"
"8462","SITTING"
"8463","SITTING"
"8464","SITTING"
"8465","SITTING"
"8466","SITTING"
"8467","SITTING"
"8468","SITTING"
"8469","SITTING"
"8470","SITTING"
"8471","SITTING"
"8472","SITTING"
"8473","SITTING"
"8474","SITTING"
"8475","SITTING"
"8476","SITTING"
"8477","SITTING"
"8478","SITTING"
"8479","SITTING"
"8480","SITTING"
"8481","SITTING"
"8482","SITTING"
"8483","SITTING"
"8484","SITTING"
"8485","SITTING"
"8486","SITTING"
"8487","SITTING"
"8488","SITTING"
"8489","SITTING"
"8490","SITTING"
"8491","SITTING"
"8492","SITTING"
"8493","SITTING"
"8494","SITTING"
"8495","SITTING"
"8496","SITTING"
"8497","SITTING"
"8498","SITTING"
"8499","SITTING"
"8500","SITTING"
"8501","SITTING"
"8502","SITTING"
"8503","SITTING"
"8504","SITTING"
"8505","LAYING"
"8506","LAYING"
"8507","LAYING"
"8508","LAYING"
"8509","LAYING"
"8510","LAYING"
"8511","LAYING"
"8512","LAYING"
"8513","LAYING"
"8514","LAYING"
"8515","LAYING"
"8516","LAYING"
"8517","LAYING"
"8518","LAYING"
"8519","LAYING"
"8520","LAYING"
"8521","LAYING"
"8522","LAYING"
"8523","LAYING"
"8524","LAYING"
"8525","LAYING"
"8526","LAYING"
"8527","LAYING"
"8528","LAYING"
"8529","LAYING"
"8530","LAYING"
"8531","LAYING"
"8532","LAYING"
"8533","LAYING"
"8534","LAYING"
"8535","LAYING"
"8536","LAYING"
"8537","LAYING"
"8538","LAYING"
"8539","WALKING"
"8540","WALKING"
"8541","WALKING"
"8542","WALKING"
"8543","WALKING"
"8544","WALKING"
"8545","WALKING"
"8546","WALKING"
"8547","WALKING"
"8548","WALKING"
"8549","WALKING"
"8550","WALKING"
"8551","WALKING"
"8552","WALKING"
"8553","WALKING"
"8554","WALKING"
"8555","WALKING"
"8556","WALKING"
"8557","WALKING"
"8558","WALKING"
"8559","WALKING"
"8560","WALKING"
"8561","WALKING"
"8562","WALKING"
"8563","WALKING"
"8564","WALKING"
"8565","WALKING"
"8566","WALKING"
"8567","WALKING_DOWNSTAIRS"
"8568","WALKING_DOWNSTAIRS"
"8569","WALKING_DOWNSTAIRS"
"8570","WALKING_DOWNSTAIRS"
"8571","WALKING_DOWNSTAIRS"
"8572","WALKING_DOWNSTAIRS"
"8573","WALKING_DOWNSTAIRS"
"8574","WALKING_DOWNSTAIRS"
"8575","WALKING_DOWNSTAIRS"
"8576","WALKING_DOWNSTAIRS"
"8577","WALKING_DOWNSTAIRS"
"8578","WALKING_DOWNSTAIRS"
"8579","WALKING_DOWNSTAIRS"
"8580","WALKING_DOWNSTAIRS"
"8581","WALKING_DOWNSTAIRS"
"8582","WALKING_DOWNSTAIRS"
"8583","WALKING_DOWNSTAIRS"
"8584","WALKING_DOWNSTAIRS"
"8585","WALKING_DOWNSTAIRS"
"8586","WALKING_DOWNSTAIRS"
"8587","WALKING_DOWNSTAIRS"
"8588","WALKING_DOWNSTAIRS"
"8589","WALKING_DOWNSTAIRS"
"8590","WALKING_DOWNSTAIRS"
"8591","WALKING_DOWNSTAIRS"
"8592","WALKING_UPSTAIRS"
"8593","WALKING_UPSTAIRS"
"8594","WALKING_UPSTAIRS"
"8595","WALKING_UPSTAIRS"
"8596","WALKING_UPSTAIRS"
"8597","WALKING_UPSTAIRS"
"8598","WALKING_UPSTAIRS"
"8599","WALKING_UPSTAIRS"
"8600","WALKING_UPSTAIRS"
"8601","WALKING_UPSTAIRS"
"8602","WALKING_UPSTAIRS"
"8603","WALKING_UPSTAIRS"
"8604","WALKING_UPSTAIRS"
"8605","WALKING_UPSTAIRS"
"8606","WALKING_UPSTAIRS"
"8607","WALKING_UPSTAIRS"
"8608","WALKING_UPSTAIRS"
"8609","WALKING_UPSTAIRS"
"8610","WALKING_UPSTAIRS"
"8611","WALKING_UPSTAIRS"
"8612","WALKING_UPSTAIRS"
"8613","WALKING_UPSTAIRS"
"8614","WALKING_UPSTAIRS"
"8615","WALKING_UPSTAIRS"
"8616","WALKING_UPSTAIRS"
"8617","WALKING_UPSTAIRS"
"8618","WALKING_UPSTAIRS"
"8619","WALKING_UPSTAIRS"
"8620","STANDING"
"8621","STANDING"
"8622","STANDING"
"8623","STANDING"
"8624","STANDING"
"8625","STANDING"
"8626","STANDING"
"8627","STANDING"
"8628","STANDING"
"8629","STANDING"
"8630","STANDING"
"8631","STANDING"
"8632","STANDING"
"8633","STANDING"
"8634","STANDING"
"8635","STANDING"
"8636","STANDING"
"8637","STANDING"
"8638","STANDING"
"8639","STANDING"
"8640","STANDING"
"8641","STANDING"
"8642","STANDING"
"8643","STANDING"
"8644","STANDING"
"8645","STANDING"
"8646","STANDING"
"8647","STANDING"
"8648","STANDING"
"8649","STANDING"
"8650","STANDING"
"8651","STANDING"
"8652","STANDING"
"8653","STANDING"
"8654","STANDING"
"8655","STANDING"
"8656","SITTING"
"8657","SITTING"
"8658","SITTING"
"8659","SITTING"
"8660","SITTING"
"8661","SITTING"
"8662","SITTING"
"8663","SITTING"
"8664","SITTING"
"8665","SITTING"
"8666","SITTING"
"8667","SITTING"
"8668","SITTING"
"8669","SITTING"
"8670","SITTING"
"8671","SITTING"
"8672","SITTING"
"8673","SITTING"
"8674","SITTING"
"8675","SITTING"
"8676","SITTING"
"8677","SITTING"
"8678","SITTING"
"8679","SITTING"
"8680","SITTING"
"8681","SITTING"
"8682","SITTING"
"8683","SITTING"
"8684","SITTING"
"8685","SITTING"
"8686","SITTING"
"8687","SITTING"
"8688","SITTING"
"8689","SITTING"
"8690","LAYING"
"8691","LAYING"
"8692","LAYING"
"8693","LAYING"
"8694","LAYING"
"8695","LAYING"
"8696","LAYING"
"8697","LAYING"
"8698","LAYING"
"8699","LAYING"
"8700","LAYING"
"8701","LAYING"
"8702","LAYING"
"8703","LAYING"
"8704","LAYING"
"8705","LAYING"
"8706","LAYING"
"8707","LAYING"
"8708","LAYING"
"8709","LAYING"
"8710","LAYING"
"8711","LAYING"
"8712","LAYING"
"8713","LAYING"
"8714","LAYING"
"8715","LAYING"
"8716","LAYING"
"8717","LAYING"
"8718","LAYING"
"8719","LAYING"
"8720","LAYING"
"8721","LAYING"
"8722","LAYING"
"8723","LAYING"
"8724","LAYING"
"8725","LAYING"
"8726","LAYING"
"8727","LAYING"
"8728","LAYING"
"8729","LAYING"
"8730","LAYING"
"8731","LAYING"
"8732","WALKING"
"8733","WALKING"
"8734","WALKING"
"8735","WALKING"
"8736","WALKING"
"8737","WALKING"
"8738","WALKING"
"8739","WALKING"
"8740","WALKING"
"8741","WALKING"
"8742","WALKING"
"8743","WALKING"
"8744","WALKING"
"8745","WALKING"
"8746","WALKING"
"8747","WALKING"
"8748","WALKING"
"8749","WALKING"
"8750","WALKING"
"8751","WALKING"
"8752","WALKING"
"8753","WALKING"
"8754","WALKING"
"8755","WALKING"
"8756","WALKING"
"8757","WALKING"
"8758","WALKING"
"8759","WALKING"
"8760","WALKING"
"8761","WALKING"
"8762","WALKING"
"8763","WALKING_DOWNSTAIRS"
"8764","WALKING_DOWNSTAIRS"
"8765","WALKING_DOWNSTAIRS"
"8766","WALKING_DOWNSTAIRS"
"8767","WALKING_DOWNSTAIRS"
"8768","WALKING_DOWNSTAIRS"
"8769","WALKING_DOWNSTAIRS"
"8770","WALKING_DOWNSTAIRS"
"8771","WALKING_DOWNSTAIRS"
"8772","WALKING_DOWNSTAIRS"
"8773","WALKING_DOWNSTAIRS"
"8774","WALKING_DOWNSTAIRS"
"8775","WALKING_DOWNSTAIRS"
"8776","WALKING_DOWNSTAIRS"
"8777","WALKING_DOWNSTAIRS"
"8778","WALKING_DOWNSTAIRS"
"8779","WALKING_DOWNSTAIRS"
"8780","WALKING_UPSTAIRS"
"8781","WALKING_UPSTAIRS"
"8782","WALKING_UPSTAIRS"
"8783","WALKING_UPSTAIRS"
"8784","WALKING_UPSTAIRS"
"8785","WALKING_UPSTAIRS"
"8786","WALKING_UPSTAIRS"
"8787","WALKING_UPSTAIRS"
"8788","WALKING_UPSTAIRS"
"8789","WALKING_UPSTAIRS"
"8790","WALKING_UPSTAIRS"
"8791","WALKING_UPSTAIRS"
"8792","WALKING_UPSTAIRS"
"8793","WALKING_UPSTAIRS"
"8794","WALKING_UPSTAIRS"
"8795","WALKING_UPSTAIRS"
"8796","WALKING_UPSTAIRS"
"8797","WALKING_UPSTAIRS"
"8798","WALKING_DOWNSTAIRS"
"8799","WALKING_DOWNSTAIRS"
"8800","WALKING_DOWNSTAIRS"
"8801","WALKING_DOWNSTAIRS"
"8802","WALKING_DOWNSTAIRS"
"8803","WALKING_DOWNSTAIRS"
"8804","WALKING_DOWNSTAIRS"
"8805","WALKING_DOWNSTAIRS"
"8806","WALKING_UPSTAIRS"
"8807","WALKING_UPSTAIRS"
"8808","WALKING_UPSTAIRS"
"8809","WALKING_UPSTAIRS"
"8810","WALKING_UPSTAIRS"
"8811","WALKING_UPSTAIRS"
"8812","WALKING_UPSTAIRS"
"8813","WALKING_UPSTAIRS"
"8814","WALKING_UPSTAIRS"
"8815","STANDING"
"8816","STANDING"
"8817","STANDING"
"8818","STANDING"
"8819","STANDING"
"8820","STANDING"
"8821","STANDING"
"8822","STANDING"
"8823","STANDING"
"8824","STANDING"
"8825","STANDING"
"8826","STANDING"
"8827","STANDING"
"8828","STANDING"
"8829","STANDING"
"8830","STANDING"
"8831","STANDING"
"8832","STANDING"
"8833","STANDING"
"8834","STANDING"
"8835","STANDING"
"8836","STANDING"
"8837","STANDING"
"8838","STANDING"
"8839","STANDING"
"8840","STANDING"
"8841","STANDING"
"8842","STANDING"
"8843","STANDING"
"8844","STANDING"
"8845","STANDING"
"8846","STANDING"
"8847","STANDING"
"8848","STANDING"
"8849","STANDING"
"8850","STANDING"
"8851","SITTING"
"8852","SITTING"
"8853","SITTING"
"8854","SITTING"
"8855","SITTING"
"8856","SITTING"
"8857","SITTING"
"8858","SITTING"
"8859","SITTING"
"8860","SITTING"
"8861","SITTING"
"8862","SITTING"
"8863","SITTING"
"8864","SITTING"
"8865","SITTING"
